LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
8338,SEATTLE,WA,98133,722213,Corporation,Unanswered,Unanswered,Unanswered,,0,6-12-2020,KeyBank National Association,WA-07
8334.87,AUBURN,WA,98002,541618,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1,5-12-2020,KeyBank National Association,WA-08
8333,WASHOUGAL,WA,98671,811113,Corporation,Unanswered,Unanswered,Unanswered,,0,5-3-2020,"Wells Fargo Bank, National Association",WA-03
8333,EDMONDS,WA,98026,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,6-12-2020,"Wells Fargo Bank, National Association",WA-07
8333,FAIRFIELD,WA,99012,112390,Corporation,Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-05
8333,PROSSER,WA,99350,454110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-04
8333,VANCOUVER,WA,98664,621999,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
8333,PORT LUDLOW,WA,98365,531210,Corporation,Unanswered,Unanswered,Unanswered,,0,5-8-2020,"Wells Fargo Bank, National Association",WA-06
8333,BOTHELL,WA,98021,541620,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,04/13/2020,KeyBank National Association,WA-01
8333,SEATTLE,WA,98118,711110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/13/2020,KeyBank National Association,WA-09
8333,KINGSTON,WA,98346,611430,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-12-2020,"Wells Fargo Bank, National Association",WA-06
8333,RICHLAND,WA,99354,814110,Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,"Wells Fargo Bank, National Association",WA-04
8333,SEATTLE,WA,98109,541110,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-07
8333,WOODINVILLE,WA,98077,531120,Trust,Unanswered,Unanswered,Unanswered,,0,6-3-2020,"Wells Fargo Bank, National Association",WA-01
8333,EVERETT,WA,98208,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-01
8333,SEATTLE,WA,98103,611710,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/19/2020,"Wells Fargo Bank, National Association",WA-07
8333,RENTON,WA,98058,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-08
8333,BOTHELL,WA,98021,236115,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-01
8333,LAKEBAY,WA,98349,611710,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/20/2020,"Wells Fargo Bank, National Association",WA-06
8332.33,Tacoma,WA,98406,531120,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,4-11-2020,"JPMorgan Chase Bank, National Association",WA-06
8332,HOBART,WA,98025,541712,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8332,BELLINGHAM,WA,98225,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
8332,TACOMA,WA,98422,541430,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8332,GIG HARBOR,WA,98335,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8332,OLYMPIA,WA,98501,442291,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-10
8332,SEATTLE,WA,98118,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8332,SEATTLE,WA,98134,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8332,EDMONDS,WA,98020,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8332,PROSSER,WA,99350,524126,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,07/15/2020,"JPMorgan Chase Bank, National Association",WA-04
8332,SEATTLE,WA,98108,339992,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,07/20/2020,"JPMorgan Chase Bank, National Association",WA-07
8332,SHORELINE,WA,98177,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,07/23/2020,"JPMorgan Chase Bank, National Association",WA-07
8332,OTHELLO,WA,99344,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6-8-2020,"JPMorgan Chase Bank, National Association",WA-04
8331,BUCKLEY,WA,98321,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-08
8331,LAKEWOOD,WA,98499,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
8323,KENT,WA,98031,623312,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,06/24/2020,"Wells Fargo Bank, National Association",WA-09
8318,FEDERAL WAY,WA,98001,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/15/2020,"Wells Fargo Bank, National Association",WA-09
8313,CONCONULLY,WA,98819,921110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5-3-2020,"Wells Fargo Bank, National Association",WA-04
8312,LACEY,WA,98516,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-10
8307,SEATTLE,WA,98118,541930,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-6-2020,"Wells Fargo Bank, National Association",WA-09
8307,AUBURN,WA,98092,813110,Corporation,Unanswered,Unanswered,Unanswered,,0,05/16/2020,"Wells Fargo Bank, National Association",WA-08
8305,KENT,WA,98032,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-3-2020,"Wells Fargo Bank, National Association",WA-09
8303,LAKE TAPPS,WA,98391,484121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,07/17/2020,"Wells Fargo Bank, National Association",WA-08
8300,LAKEWOOD,WA,98499,541614,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-06
8300,BAINBRIDGE ISLAND,WA,98110,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-06
8300,EVERETT,WA,98203,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-12-2020,KeyBank National Association,WA-02
8300,BOTHELL,WA,98011,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-12-2020,KeyBank National Association,WA-01
8297,KENT,WA,98031,484122,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,06/25/2020,"Wells Fargo Bank, National Association",WA-09
8297,ISSAQUAH,WA,98027,531190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-08
8287,SEATTLE,WA,98103,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8287,LAKE STEVENS,WA,98258,812112,Corporation,Unanswered,Unanswered,Unanswered,,1,04/30/2020,"JPMorgan Chase Bank, National Association",WA-02
8287,YAKIMA,WA,98901,561740,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,07/21/2020,"JPMorgan Chase Bank, National Association",WA-04
8286,SEATTLE,WA,98104,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,07/15/2020,KeyBank National Association,WA-07
8282,BAINBRIDGE ISLAND,WA,98110,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8282,VANCOUVER,WA,98682,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8282,SPANAWAY,WA,98387,339950,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-08
8268,RENTON,WA,98056,311520,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-12-2020,"Wells Fargo Bank, National Association",WA-09
8267,ANACORTES,WA,98221,423450,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-02
8253,SEATTLE,WA,98116,519130,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8250,ISSAQUAH,WA,98027,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8250,VANCOUVER,WA,98664,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-6-2020,"JPMorgan Chase Bank, National Association",WA-03
8250,KENT,WA,98031,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,06/30/2020,KeyBank National Association,WA-09
8249,SEATTLE,WA,98117,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-07
8245,SEATTLE,WA,98115,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8242,VANCOUVER,WA,98665,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8232,SEATTLE,WA,98122,711410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,04/16/2020,"JPMorgan Chase Bank, National Association",WA-07
8232,SEATTLE,WA,98103,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8225,BELLINGHAM,WA,98225,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6-5-2020,"JPMorgan Chase Bank, National Association",WA-02
8223,SEATTLE,WA,98178,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/14/2020,"Wells Fargo Bank, National Association",WA-09
8220,REDMOND,WA,98053,561410,Corporation,Unanswered,Unanswered,Unanswered,,0,06/30/2020,"Wells Fargo Bank, National Association",WA-01
8217,VANCOUVER,WA,98686,484121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/26/2020,"Wells Fargo Bank, National Association",WA-03
8217,CAMAS,WA,98607,424210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5-2-2020,"JPMorgan Chase Bank, National Association",WA-03
8215,LYNNWOOD,WA,98037,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
8206,GIG HARBOR,WA,98335,561499,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/24/2020,"Wells Fargo Bank, National Association",WA-06
8200,VANCOUVER,WA,98685,541990,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8200,MOUNT VERNON,WA,98273,812111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,04/28/2020,KeyBank National Association,WA-02
8196,SEATTLE,WA,98107,452319,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-5-2020,"Wells Fargo Bank, National Association",WA-07
8195,WENATCHEE,WA,98801,561510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8182,SEATTLE,WA,98146,541990,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8182,VANCOUVER,WA,98660,624190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8181,BURLINGTON,WA,98233,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-3-2020,"Wells Fargo Bank, National Association",WA-02
8177,LEAVENWORTH,WA,98826,811118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/29/2020,"Wells Fargo Bank, National Association",WA-08
8172,SHORELINE,WA,98133,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,8-5-2020,"JPMorgan Chase Bank, National Association",WA-07
8168.75,GRANDVIEW,WA,98930,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,05/27/2020,KeyBank National Association,WA-04
8162,BREMERTON,WA,98312,423610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8162,NORMANDY PARK,WA,98166,,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8160,EASTSOUND,WA,98245,448310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-02
8157,BREMERTON,WA,98337,999990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8155,MERCER ISLAND,WA,98040,512250,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/23/2020,"Wells Fargo Bank, National Association",WA-09
8150,BELLEVUE,WA,98008,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8147,BELLEVUE,WA,98006,519190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-7-2020,"Wells Fargo Bank, National Association",WA-09
8146,TACOMA,WA,98405,541620,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,0,5-3-2020,"Wells Fargo Bank, National Association",WA-06
8145,SEATTLE,WA,98107,493190,Corporation,White,Male Owned,Non-Veteran,,1,04/13/2020,KeyBank National Association,WA-07
8142,SPANAWAY,WA,98387,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,5-6-2020,"Wells Fargo Bank, National Association",WA-08
8134,WOODINVILLE,WA,98077,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,05/29/2020,"Wells Fargo Bank, National Association",WA-01
8125,KENNEWICK,WA,99337,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
8125,RENTON,WA,98056,561730,Corporation,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-09
8125,SEATTLE,WA,98146,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-8-2020,KeyBank National Association,WA-07
8125,SEATTLE,WA,98116,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8125,SNOHOMISH,WA,98290,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,07/24/2020,KeyBank National Association,WA-01
8121,GIG HARBOR,WA,98332,621340,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,04/15/2020,KeyBank National Association,WA-06
8119,TACOMA,WA,98444,444190,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4-10-2020,KeyBank National Association,WA-06
8115,BELLEVUE,WA,98006,561499,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-09
8113,BELLINGHAM,WA,98225,337110,Professional Association,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-02
8100,ASHFORD,WA,98304,721110,Corporation,White,Male Owned,Non-Veteran,,2,04/13/2020,KeyBank National Association,WA-08
8098,BELLEVUE,WA,98004,621330,Non-Profit Organization,Unanswered,Female Owned,Non-Veteran,Y,0,5-6-2020,"Wells Fargo Bank, National Association",WA-01
8097,PORT ANGELES,WA,98362,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,6-5-2020,"JPMorgan Chase Bank, National Association",WA-06
8095,OCEAN PARK,WA,98640,562991,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-03
8092,BOTHELL,WA,98021,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/30/2020,"JPMorgan Chase Bank, National Association",WA-01
8087,RENTON,WA,98058,446191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-08
8083,SEATTLE,WA,98177,541213,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-12-2020,"Wells Fargo Bank, National Association",WA-07
8082.5,SPOKANE,WA,99205,999990,Corporation,Unanswered,Male Owned,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
8081,OTHELLO,WA,99344,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-04
8080,Maple Valley,WA,98038,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-3-2020,KeyBank National Association,WA-08
8080,KENMORE,WA,98028,624190,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/21/2020,"JPMorgan Chase Bank, National Association",WA-01
8075,YAKIMA,WA,98908,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
8075,SEATTLE,WA,98199,541611,Corporation,Unanswered,Unanswered,Unanswered,,1,04/14/2020,KeyBank National Association,WA-07
8074,SAMMAMISH,WA,98074,713940,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-08
8073,ROY,WA,98580,238120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/15/2020,KeyBank National Association,WA-08
8072,SEATTLE,WA,98133,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8070,BRUSH PRAIRIE,WA,98606,523930,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8055,SEATTLE,WA,98119,541430,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8045,SEATTLE,WA,98107,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
8035,GIG HARBOR,WA,98335,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
8030,MAPLE VALLEY,WA,98038,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8021,BELLEVUE,WA,98004,622110,Corporation,Unanswered,Unanswered,Unanswered,,0,06/16/2020,"Wells Fargo Bank, National Association",WA-01
8006,SEATTLE,WA,98116,541618,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
8000,SEATTLE,WA,98106,453998,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,07/30/2020,KeyBank National Association,WA-07
8000,TUKWILA,WA,98188,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
8000,CAMAS,WA,98607,238320,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8000,LAKE TAPPS,WA,98391,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
8000,REDMOND,WA,98052,541350,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-01
8000,LONGVIEW,WA,98632,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
8000,EDMONDS,WA,98020,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/16/2020,KeyBank National Association,WA-07
8000,NEWCASTLE,WA,98059,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,07/13/2020,"JPMorgan Chase Bank, National Association",WA-08
